Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36.0,No,Travel_Rarely,1351.0,Research & Development,26,4,Life Sciences,1,1682,1.0,Male,80,3,2,Healthcare Representative,3.0,Married,5347.0,7419,6.0,Y,No,14,3.0,2,80,2,10.0,2.0,2.0,3.0,2,0,2
44.0,No,Travel_Rarely,528.0,Human Resources,1,3,Life Sciences,1,1683,3.0,Female,44,3,1,Human Resources,4.0,Divorced,3195.0,4167,4.0,Y,Yes,18,3.0,1,80,3,8.0,2.0,3.0,2.0,2,2,2
23.0,Yes,Travel_Rarely,1320.0,Research & Development,8,1,Medical,1,1684,4.0,Male,93,2,1,Laboratory Technician,3.0,Single,3989.0,20586,1.0,Y,Yes,11,3.0,1,80,0,5.0,2.0,3.0,5.0,4,1,2
38.0,No,Travel_Rarely,1495.0,Research & Development,4,2,Medical,1,1687,4.0,Female,87,3,1,Laboratory Technician,3.0,Married,3306.0,26176,7.0,Y,No,19,3.0,4,80,1,7.0,5.0,2.0,0.0,0,0,0
53.0,No,Travel_Rarely,1395.0,Research & Development,24,4,Medical,1,1689,2.0,Male,48,4,3,Healthcare Representative,4.0,Married,7005.0,3458,3.0,Y,No,15,3.0,3,80,0,11.0,2.0,3.0,4.0,3,1,2
48.0,Yes,Travel_Frequently,708.0,Sales,7,2,Medical,1,1691,4.0,Female,95,3,1,Sales Representative,3.0,Married,2655.0,11740,2.0,Y,Yes,11,3.0,3,80,2,19.0,3.0,3.0,9.0,7,7,7
32.0,Yes,Travel_Rarely,1259.0,Research & Development,2,4,Life Sciences,1,1692,4.0,Male,95,3,1,Laboratory Technician,2.0,Single,1393.0,24852,1.0,Y,No,12,3.0,1,80,0,1.0,2.0,3.0,1.0,0,0,0
26.0,No,Non-Travel,786.0,Research & Development,7,3,Medical,1,1693,4.0,Male,76,3,1,Laboratory Technician,4.0,Single,2570.0,11925,1.0,Y,No,20,4.0,3,80,0,7.0,5.0,3.0,7.0,7,5,7
55.0,No,Travel_Rarely,1441.0,Research & Development,22,3,Technical Degree,1,1694,1.0,Male,94,2,1,Research Scientist,2.0,Divorced,3537.0,23737,5.0,Y,No,12,3.0,4,80,1,8.0,1.0,3.0,4.0,2,1,2
34.0,No,Travel_Rarely,1157.0,Research & Development,5,2,Medical,1,1696,2.0,Male,57,2,2,Laboratory Technician,4.0,Married,3986.0,11912,1.0,Y,No,14,3.0,3,80,1,15.0,3.0,4.0,15.0,10,4,13
60.0,No,Travel_Rarely,370.0,Research & Development,1,4,Medical,1,1697,3.0,Male,92,1,3,Healthcare Representative,4.0,Divorced,10883.0,20467,3.0,Y,No,20,4.0,3,80,1,19.0,2.0,4.0,1.0,0,0,0
33.0,No,Travel_Rarely,267.0,Research & Development,21,3,Medical,1,1698,2.0,Male,79,4,1,Laboratory Technician,2.0,Married,2028.0,13637,1.0,Y,No,18,3.0,4,80,3,14.0,6.0,3.0,14.0,11,2,13
37.0,No,Travel_Frequently,1278.0,Sales,1,4,Medical,1,1700,3.0,Male,31,1,2,Sales Executive,4.0,Divorced,9525.0,7677,1.0,Y,No,14,3.0,3,80,2,6.0,2.0,2.0,6.0,3,1,3
34.0,No,Travel_Rarely,678.0,Research & Development,19,3,Life Sciences,1,1701,2.0,Female,35,2,1,Research Scientist,4.0,Married,2929.0,20338,1.0,Y,No,12,3.0,2,80,0,10.0,3.0,3.0,10.0,9,8,7
23.0,Yes,Travel_Rarely,427.0,Sales,7,3,Life Sciences,1,1702,3.0,Male,99,3,1,Sales Representative,4.0,Divorced,2275.0,25103,1.0,Y,Yes,21,4.0,2,80,1,3.0,2.0,3.0,3.0,2,0,2
44.0,No,Travel_Rarely,921.0,Research & Development,2,3,Life Sciences,1,1703,3.0,Female,96,4,3,Healthcare Representative,4.0,Married,7879.0,14810,1.0,Y,Yes,19,3.0,2,80,1,9.0,2.0,3.0,8.0,7,6,7
35.0,No,Travel_Frequently,146.0,Research & Development,2,4,Medical,1,1704,1.0,Male,79,2,1,Research Scientist,4.0,Single,4930.0,13970,0.0,Y,Yes,14,3.0,3,80,0,6.0,2.0,4.0,5.0,4,1,4
43.0,No,Travel_Rarely,1179.0,Sales,2,3,Medical,1,1706,4.0,Male,73,3,2,Sales Executive,4.0,Married,7847.0,6069,1.0,Y,Yes,17,3.0,1,80,1,10.0,3.0,3.0,10.0,9,8,8
24.0,No,Travel_Rarely,581.0,Research & Development,9,3,Medical,1,1707,3.0,Male,62,4,1,Research Scientist,3.0,Married,4401.0,17616,1.0,Y,No,16,3.0,4,80,1,5.0,1.0,3.0,5.0,3,0,4
41.0,No,Travel_Rarely,918.0,Sales,6,3,Marketing,1,1708,4.0,Male,35,3,3,Sales Executive,3.0,Single,9241.0,15869,1.0,Y,No,12,3.0,2,80,0,10.0,3.0,3.0,10.0,8,8,7
29.0,No,Travel_Rarely,1082.0,Research & Development,9,4,Medical,1,1709,4.0,Female,43,3,1,Laboratory Technician,3.0,Married,2974.0,25412,9.0,Y,No,17,3.0,3,80,1,9.0,2.0,3.0,5.0,3,1,2
36.0,No,Travel_Rarely,530.0,Sales,2,4,Life Sciences,1,1710,3.0,Female,51,3,2,Sales Representative,4.0,Single,4502.0,7439,3.0,Y,No,15,3.0,3,80,0,17.0,2.0,2.0,13.0,7,6,7
45.0,No,Non-Travel,1238.0,Research & Development,1,1,Life Sciences,1,1712,3.0,Male,74,2,3,Healthcare Representative,3.0,Married,10748.0,3395,3.0,Y,No,23,4.0,4,80,1,25.0,3.0,2.0,23.0,15,14,4
24.0,Yes,Travel_Rarely,240.0,Human Resources,22,1,Human Resources,1,1714,4.0,Male,58,1,1,Human Resources,3.0,Married,1555.0,11585,1.0,Y,No,11,3.0,3,80,1,1.0,2.0,3.0,1.0,0,0,0
47.0,Yes,Travel_Frequently,1093.0,Sales,9,3,Life Sciences,1,1716,3.0,Male,82,1,4,Sales Executive,3.0,Married,12936.0,24164,7.0,Y,No,11,3.0,3,80,0,25.0,3.0,1.0,23.0,5,14,10
26.0,No,Travel_Rarely,390.0,Research & Development,17,4,Medical,1,1718,4.0,Male,62,1,1,Laboratory Technician,3.0,Married,2305.0,6217,1.0,Y,No,15,3.0,3,80,3,3.0,3.0,4.0,3.0,2,0,2
45.0,No,Travel_Rarely,1005.0,Research & Development,28,2,Technical Degree,1,1719,4.0,Female,48,2,4,Research Director,2.0,Single,16536.0,17119,1.0,Y,No,11,3.0,3,80,0,21.0,2.0,3.0,21.0,6,8,6
32.0,No,Travel_Frequently,585.0,Research & Development,10,3,Life Sciences,1,1720,1.0,Male,56,3,1,Research Scientist,3.0,Married,3433.0,17360,6.0,Y,No,13,3.0,1,80,1,10.0,3.0,2.0,5.0,2,1,3
31.0,No,Travel_Rarely,741.0,Research & Development,2,4,Life Sciences,1,1721,2.0,Male,69,3,1,Laboratory Technician,3.0,Married,3477.0,18103,1.0,Y,No,14,3.0,4,80,1,6.0,2.0,4.0,5.0,2,0,3
41.0,No,Non-Travel,552.0,Human Resources,4,3,Human Resources,1,1722,3.0,Male,60,1,2,Human Resources,2.0,Married,6430.0,20794,6.0,Y,No,19,3.0,2,80,1,10.0,4.0,3.0,3.0,2,1,2
40.0,No,Travel_Rarely,369.0,Research & Development,8,2,Life Sciences,1,1724,2.0,Female,92,3,2,Manufacturing Director,1.0,Married,6516.0,5041,2.0,Y,Yes,16,3.0,2,80,1,18.0,3.0,3.0,1.0,0,0,0
24.0,No,Travel_Rarely,506.0,Research & Development,29,1,Medical,1,1725,2.0,Male,91,3,1,Laboratory Technician,1.0,Divorced,3907.0,3622,1.0,Y,No,13,3.0,2,80,3,6.0,2.0,4.0,6.0,2,1,2
46.0,No,Travel_Rarely,717.0,Research & Development,13,4,Life Sciences,1,1727,3.0,Male,34,3,2,Healthcare Representative,2.0,Single,5562.0,9697,6.0,Y,No,14,3.0,4,80,0,19.0,3.0,3.0,10.0,7,0,9
35.0,No,Travel_Rarely,1370.0,Research & Development,27,4,Life Sciences,1,1728,4.0,Male,49,3,2,Manufacturing Director,3.0,Married,6883.0,5151,2.0,Y,No,16,3.0,2,80,1,17.0,3.0,3.0,7.0,7,0,7
30.0,No,Travel_Rarely,793.0,Research & Development,16,1,Life Sciences,1,1729,2.0,Male,33,3,1,Research Scientist,4.0,Married,2862.0,3811,1.0,Y,No,12,3.0,2,80,1,10.0,2.0,2.0,10.0,0,0,8
47.0,No,Non-Travel,543.0,Sales,2,4,Marketing,1,1731,3.0,Male,87,3,2,Sales Executive,2.0,Married,4978.0,3536,7.0,Y,No,11,3.0,4,80,1,4.0,3.0,1.0,1.0,0,0,0
46.0,No,Travel_Rarely,1277.0,Sales,2,3,Life Sciences,1,1732,3.0,Male,74,3,3,Sales Executive,4.0,Divorced,10368.0,5596,4.0,Y,Yes,12,3.0,2,80,1,13.0,5.0,2.0,10.0,6,0,3
36.0,Yes,Travel_Rarely,1456.0,Sales,13,5,Marketing,1,1733,2.0,Male,96,2,2,Sales Executive,1.0,Divorced,6134.0,8658,5.0,Y,Yes,13,3.0,2,80,3,16.0,3.0,3.0,2.0,2,2,2
32.0,Yes,Travel_Rarely,964.0,Sales,1,2,Life Sciences,1,1734,1.0,Male,34,1,2,Sales Executive,2.0,Single,6735.0,12147,6.0,Y,No,15,3.0,2,80,0,10.0,2.0,3.0,0.0,0,0,0
23.0,No,Travel_Rarely,160.0,Research & Development,4,1,Medical,1,1735,3.0,Female,51,3,1,Laboratory Technician,2.0,Single,3295.0,12862,1.0,Y,No,13,3.0,3,80,0,3.0,3.0,1.0,3.0,2,1,2
31.0,No,Travel_Frequently,163.0,Research & Development,24,1,Technical Degree,1,1736,4.0,Female,30,3,2,Manufacturing Director,4.0,Single,5238.0,6670,2.0,Y,No,20,4.0,4,80,0,9.0,3.0,2.0,5.0,4,1,4
39.0,No,Non-Travel,792.0,Research & Development,1,3,Life Sciences,1,1737,4.0,Male,77,3,2,Laboratory Technician,4.0,Married,6472.0,8989,1.0,Y,Yes,15,3.0,4,80,1,9.0,2.0,3.0,9.0,8,5,8
32.0,No,Travel_Rarely,371.0,Sales,19,3,Life Sciences,1,1739,4.0,Male,80,1,3,Sales Executive,3.0,Married,9610.0,3840,3.0,Y,No,13,3.0,3,80,1,10.0,2.0,1.0,4.0,3,0,2
40.0,No,Travel_Rarely,611.0,Sales,7,4,Medical,1,1740,2.0,Male,88,3,5,Manager,2.0,Single,16536.0,4349,1.0,Y,No,14,3.0,2,80,0,21.0,3.0,2.0,21.0,8,12,8
45.0,No,Travel_Rarely,176.0,Human Resources,4,3,Life Sciences,1,1744,3.0,Female,56,1,3,Human Resources,3.0,Married,9756.0,6595,4.0,Y,No,21,4.0,3,80,2,9.0,2.0,4.0,5.0,0,0,3
30.0,No,Travel_Frequently,1312.0,Research & Development,2,4,Technical Degree,1,1745,4.0,Female,78,2,1,Research Scientist,1.0,Single,4968.0,26427,0.0,Y,No,16,3.0,4,80,0,10.0,2.0,3.0,9.0,7,0,7
24.0,No,Travel_Frequently,897.0,Human Resources,10,3,Medical,1,1746,1.0,Male,59,3,1,Human Resources,4.0,Married,2145.0,2097,0.0,Y,No,14,3.0,4,80,1,3.0,2.0,3.0,2.0,2,2,1
30.0,Yes,Travel_Frequently,600.0,Human Resources,8,3,Human Resources,1,1747,3.0,Female,66,2,1,Human Resources,4.0,Divorced,2180.0,9732,6.0,Y,No,11,3.0,3,80,1,6.0,0.0,2.0,4.0,2,1,2
31.0,No,Travel_Rarely,1003.0,Sales,5,3,Technical Degree,1,1749,1.0,Male,51,3,2,Sales Executive,3.0,Married,8346.0,20943,1.0,Y,No,19,3.0,3,80,1,6.0,3.0,3.0,5.0,2,0,2
27.0,No,Travel_Rarely,1054.0,Research & Development,8,3,Medical,1,1751,3.0,Female,67,3,1,Research Scientist,4.0,Single,3445.0,6152,1.0,Y,No,11,3.0,3,80,0,6.0,5.0,2.0,6.0,2,1,4
29.0,Yes,Travel_Rarely,428.0,Sales,9,3,Marketing,1,1752,2.0,Female,52,1,1,Sales Representative,2.0,Single,2760.0,14630,1.0,Y,No,13,3.0,3,80,0,2.0,3.0,3.0,2.0,2,2,2
29.0,No,Travel_Frequently,461.0,Research & Development,1,3,Life Sciences,1,1753,4.0,Male,70,4,2,Healthcare Representative,3.0,Single,6294.0,23060,8.0,Y,Yes,12,3.0,4,80,0,10.0,5.0,4.0,3.0,2,0,2
30.0,No,Travel_Rarely,979.0,Sales,15,2,Marketing,1,1754,3.0,Male,94,2,3,Sales Executive,1.0,Divorced,7140.0,3088,2.0,Y,No,11,3.0,1,80,1,12.0,2.0,3.0,7.0,7,1,7
34.0,No,Travel_Rarely,181.0,Research & Development,2,4,Medical,1,1755,4.0,Male,97,4,1,Research Scientist,4.0,Married,2932.0,5586,0.0,Y,Yes,14,3.0,1,80,3,6.0,3.0,3.0,5.0,0,1,2
33.0,No,Non-Travel,1283.0,Sales,2,3,Marketing,1,1756,4.0,Female,62,3,2,Sales Executive,2.0,Single,5147.0,10697,8.0,Y,No,15,3.0,4,80,0,13.0,2.0,2.0,11.0,7,1,7
49.0,No,Travel_Rarely,1313.0,Sales,11,4,Marketing,1,1757,4.0,Female,80,3,2,Sales Executive,4.0,Single,4507.0,8191,3.0,Y,No,12,3.0,3,80,0,8.0,1.0,4.0,5.0,1,0,4
33.0,Yes,Travel_Rarely,211.0,Sales,16,3,Life Sciences,1,1758,1.0,Female,74,3,3,Sales Executive,1.0,Single,8564.0,10092,2.0,Y,Yes,20,4.0,3,80,0,11.0,2.0,2.0,0.0,0,0,0
38.0,No,Travel_Frequently,594.0,Research & Development,2,2,Medical,1,1760,3.0,Female,75,2,1,Laboratory Technician,2.0,Married,2468.0,15963,4.0,Y,No,14,3.0,2,80,1,9.0,4.0,2.0,6.0,1,0,5
31.0,Yes,Travel_Rarely,1079.0,Sales,16,4,Marketing,1,1761,1.0,Male,70,3,3,Sales Executive,3.0,Married,8161.0,19002,2.0,Y,No,13,3.0,1,80,3,10.0,2.0,3.0,1.0,0,0,0
29.0,No,Travel_Rarely,590.0,Research & Development,4,3,Technical Degree,1,1762,4.0,Female,91,2,1,Research Scientist,1.0,Divorced,2109.0,10007,1.0,Y,No,13,3.0,3,80,1,1.0,2.0,3.0,1.0,0,0,0
30.0,No,Travel_Rarely,305.0,Research & Development,16,3,Life Sciences,1,1763,3.0,Male,58,4,2,Healthcare Representative,3.0,Married,5294.0,9128,3.0,Y,No,16,3.0,3,80,1,10.0,3.0,3.0,7.0,0,1,7
32.0,No,Non-Travel,953.0,Research & Development,5,4,Technical Degree,1,1764,2.0,Male,65,3,1,Research Scientist,2.0,Single,2718.0,17674,2.0,Y,No,14,3.0,2,80,0,12.0,3.0,3.0,7.0,7,0,7
38.0,No,Travel_Rarely,833.0,Research & Development,18,3,Medical,1,1766,2.0,Male,60,1,2,Healthcare Representative,4.0,Married,5811.0,24539,3.0,Y,Yes,16,3.0,3,80,1,15.0,2.0,3.0,1.0,0,1,0
43.0,Yes,Travel_Frequently,807.0,Research & Development,17,3,Technical Degree,1,1767,3.0,Male,38,2,1,Research Scientist,3.0,Married,2437.0,15587,9.0,Y,Yes,16,3.0,4,80,1,6.0,4.0,3.0,1.0,0,0,0
42.0,No,Travel_Rarely,855.0,Research & Development,12,3,Medical,1,1768,2.0,Male,57,3,1,Laboratory Technician,2.0,Divorced,2766.0,8952,8.0,Y,No,22,4.0,2,80,3,7.0,6.0,2.0,5.0,3,0,4
55.0,No,Travel_Rarely,478.0,Research & Development,2,3,Medical,1,1770,3.0,Male,60,2,5,Research Director,1.0,Married,16536.0,19805,8.0,Y,No,12,3.0,2,80,3,28.5,2.0,3.0,1.0,0,0,0
33.0,No,Non-Travel,775.0,Research & Development,4,3,Technical Degree,1,1771,4.0,Male,90,3,2,Research Scientist,2.0,Divorced,3055.0,6194,5.0,Y,No,15,3.0,4,80,2,11.0,2.0,2.0,9.0,8,1,7
41.0,No,Travel_Rarely,548.0,Research & Development,9,4,Life Sciences,1,1772,3.0,Male,94,3,1,Laboratory Technician,1.0,Divorced,2289.0,20520,1.0,Y,No,20,4.0,2,80,2,5.0,2.0,3.0,5.0,3,0,4
34.0,No,Non-Travel,1375.0,Sales,10,3,Life Sciences,1,1774,4.0,Male,87,3,2,Sales Executive,3.0,Divorced,4001.0,12313,1.0,Y,Yes,14,3.0,3,80,1,15.0,3.0,3.0,15.0,14,0,7
53.0,No,Non-Travel,661.0,Research & Development,1,4,Medical,1,1775,1.0,Female,60,2,4,Manufacturing Director,3.0,Married,12965.0,22308,4.0,Y,Yes,20,4.0,4,80,3,27.0,2.0,2.0,3.0,2,0,2
43.0,No,Travel_Rarely,244.0,Human Resources,2,3,Life Sciences,1,1778,2.0,Male,97,3,1,Human Resources,4.0,Single,3539.0,5033,0.0,Y,No,13,3.0,2,80,0,10.0,5.0,3.0,9.0,7,1,8
34.0,No,Travel_Rarely,511.0,Sales,3,2,Life Sciences,1,1779,4.0,Female,32,1,2,Sales Executive,4.0,Single,6029.0,25353,5.0,Y,No,12,3.0,1,80,0,6.0,3.0,3.0,2.0,2,2,2
21.0,Yes,Travel_Rarely,337.0,Sales,7,1,Marketing,1,1780,2.0,Male,31,3,1,Sales Representative,2.0,Single,2679.0,4567,1.0,Y,No,13,3.0,2,80,0,1.0,3.0,3.0,1.0,0,1,0
38.0,No,Travel_Rarely,1153.0,Research & Development,6,2,Other,1,1782,4.0,Female,40,2,1,Laboratory Technician,3.0,Married,3702.0,16376,1.0,Y,No,11,3.0,2,80,1,5.0,3.0,3.0,5.0,4,0,4
22.0,Yes,Travel_Rarely,1294.0,Research & Development,8,1,Medical,1,1783,3.0,Female,79,3,1,Laboratory Technician,1.0,Married,2398.0,15999,1.0,Y,Yes,17,3.0,3,80,0,1.0,6.0,3.0,1.0,0,0,0
31.0,No,Travel_Rarely,196.0,Sales,29,4,Marketing,1,1784,1.0,Female,91,2,2,Sales Executive,4.0,Married,5468.0,13402,1.0,Y,No,14,3.0,1,80,2,13.0,3.0,3.0,12.0,7,5,7
51.0,No,Travel_Rarely,942.0,Research & Development,3,3,Technical Degree,1,1786,1.0,Female,53,3,3,Manager,3.0,Married,13116.0,22984,2.0,Y,No,11,3.0,4,80,0,15.0,2.0,3.0,2.0,2,2,2
37.0,No,Travel_Rarely,589.0,Sales,9,2,Marketing,1,1787,2.0,Male,46,2,2,Sales Executive,2.0,Married,4189.0,8800,1.0,Y,No,14,3.0,1,80,2,5.0,2.0,3.0,5.0,2,0,3
46.0,No,Travel_Rarely,734.0,Research & Development,2,4,Medical,1,1789,3.0,Male,46,3,5,Research Director,4.0,Divorced,16536.0,14218,7.0,Y,Yes,17,3.0,3,80,1,24.0,3.0,3.0,2.0,1,2,2
36.0,No,Travel_Rarely,1383.0,Research & Development,10,3,Life Sciences,1,1790,4.0,Male,90,3,3,Healthcare Representative,1.0,Married,8321.0,25949,7.0,Y,Yes,13,3.0,4,80,1,15.0,1.0,3.0,12.0,8,5,7
44.0,Yes,Travel_Frequently,429.0,Research & Development,1,2,Medical,1,1792,3.0,Male,99,3,1,Research Scientist,2.0,Divorced,2342.0,11092,1.0,Y,Yes,12,3.0,3,80,3,6.0,2.0,2.0,5.0,3,2,3
37.0,No,Travel_Rarely,1239.0,Human Resources,8,2,Other,1,1794,3.0,Male,89,3,2,Human Resources,2.0,Divorced,4071.0,12832,2.0,Y,No,13,3.0,3,80,0,19.0,4.0,2.0,10.0,0,4,7
35.0,Yes,Travel_Rarely,303.0,Sales,27,3,Life Sciences,1,1797,3.0,Male,84,3,2,Sales Executive,4.0,Single,5813.0,13492,1.0,Y,Yes,18,3.0,4,80,0,10.0,2.0,3.0,10.0,7,7,7
33.0,No,Travel_Rarely,867.0,Research & Development,8,4,Life Sciences,1,1798,4.0,Male,90,4,1,Research Scientist,1.0,Married,3143.0,6076,6.0,Y,No,19,3.0,2,80,1,14.0,1.0,3.0,10.0,8,7,6
28.0,No,Travel_Rarely,1181.0,Research & Development,1,3,Life Sciences,1,1799,3.0,Male,82,3,1,Research Scientist,4.0,Married,2044.0,5531,1.0,Y,No,11,3.0,3,80,1,5.0,6.0,4.0,5.0,3,0,3
39.0,No,Travel_Rarely,1253.0,Research & Development,10,1,Medical,1,1800,3.0,Male,65,3,3,Research Director,3.0,Single,13464.0,7914,7.0,Y,No,21,4.0,3,80,0,9.0,3.0,3.0,4.0,3,2,2
46.0,No,Non-Travel,849.0,Sales,26,2,Life Sciences,1,1801,2.0,Male,98,2,2,Sales Executive,2.0,Single,7991.0,25166,8.0,Y,No,15,3.0,3,80,0,6.0,3.0,3.0,2.0,2,2,2
40.0,No,Travel_Rarely,616.0,Research & Development,2,2,Life Sciences,1,1802,3.0,Female,99,3,1,Laboratory Technician,1.0,Married,3377.0,25605,4.0,Y,No,17,3.0,4,80,1,7.0,5.0,2.0,4.0,3,0,2
42.0,No,Travel_Rarely,1128.0,Research & Development,13,3,Medical,1,1803,2.0,Male,95,4,2,Healthcare Representative,1.0,Married,5538.0,5696,5.0,Y,No,18,3.0,3,80,2,10.0,2.0,2.0,0.0,0,0,0
35.0,No,Non-Travel,1180.0,Research & Development,2,2,Medical,1,1804,2.0,Male,90,3,2,Manufacturing Director,4.0,Divorced,5762.0,24442,2.0,Y,No,14,3.0,3,80,1,15.0,6.0,3.0,7.0,7,1,7
38.0,No,Non-Travel,1336.0,Human Resources,2,3,Human Resources,1,1805,1.0,Male,100,3,1,Human Resources,2.0,Divorced,2592.0,7129,5.0,Y,No,13,3.0,4,80,3,13.0,3.0,3.0,11.0,10,3,8
34.0,Yes,Travel_Frequently,234.0,Research & Development,9,4,Life Sciences,1,1807,4.0,Male,93,3,2,Laboratory Technician,1.0,Married,5346.0,6208,4.0,Y,No,17,3.0,3,80,1,11.0,3.0,2.0,7.0,1,0,7
37.0,Yes,Travel_Rarely,370.0,Research & Development,10,4,Medical,1,1809,4.0,Male,58,3,2,Manufacturing Director,1.0,Single,4213.0,4992,1.0,Y,No,15,3.0,2,80,0,10.0,4.0,1.0,10.0,3,0,8
39.0,No,Travel_Frequently,766.0,Sales,20,3,Life Sciences,1,1812,3.0,Male,83,3,2,Sales Executive,4.0,Divorced,4127.0,19188,2.0,Y,No,18,3.0,4,80,1,7.0,6.0,3.0,2.0,1,2,2
43.0,No,Non-Travel,343.0,Research & Development,9,3,Life Sciences,1,1813,1.0,Male,52,3,1,Research Scientist,3.0,Single,2438.0,24978,4.0,Y,No,13,3.0,3,80,0,7.0,2.0,2.0,3.0,2,1,2
41.0,No,Travel_Rarely,447.0,Research & Development,5,3,Life Sciences,1,1814,2.0,Male,85,4,2,Healthcare Representative,2.0,Single,6870.0,15530,3.0,Y,No,12,3.0,1,80,0,11.0,3.0,1.0,3.0,2,1,2
41.0,No,Travel_Rarely,796.0,Sales,4,1,Marketing,1,1815,3.0,Female,81,3,3,Sales Executive,3.0,Divorced,10447.0,26458,0.0,Y,Yes,13,3.0,4,80,1,23.0,3.0,4.0,22.0,14,13,5
30.0,No,Travel_Rarely,1092.0,Research & Development,10,3,Medical,1,1816,1.0,Female,64,3,3,Manufacturing Director,3.0,Single,9667.0,2739,9.0,Y,No,14,3.0,2,80,0,9.0,3.0,3.0,7.0,7,0,2
26.0,Yes,Travel_Rarely,920.0,Human Resources,20,2,Medical,1,1818,4.0,Female,69,3,1,Human Resources,2.0,Married,2148.0,6889,0.0,Y,Yes,11,3.0,3,80,0,6.0,3.0,3.0,5.0,1,1,4
46.0,Yes,Travel_Rarely,261.0,Research & Development,21,2,Medical,1,1821,4.0,Female,66,3,2,Healthcare Representative,2.0,Married,8926.0,10842,4.0,Y,No,22,4.0,4,80,1,13.0,2.0,4.0,9.0,7,3,7
40.0,No,Travel_Rarely,1194.0,Research & Development,1,3,Life Sciences,1,1822,3.0,Female,52,3,2,Healthcare Representative,4.0,Divorced,6513.0,9060,4.0,Y,No,17,3.0,4,80,1,12.0,3.0,3.0,5.0,3,0,3
34.0,No,Travel_Rarely,810.0,Sales,8,2,Technical Degree,1,1823,2.0,Male,92,4,2,Sales Executive,3.0,Married,6799.0,22128,1.0,Y,No,21,4.0,3,80,2,10.0,5.0,3.0,10.0,8,4,8
58.0,No,Non-Travel,350.0,Sales,2,3,Medical,1,1824,2.0,Male,52,3,4,Manager,2.0,Divorced,16291.0,22577,4.0,Y,No,22,4.0,4,80,1,28.5,0.0,2.0,16.0,9,14,14
35.0,No,Travel_Rarely,185.0,Research & Development,23,4,Medical,1,1826,2.0,Male,91,1,1,Laboratory Technician,3.0,Married,2705.0,9696,0.0,Y,No,16,3.0,2,80,1,6.0,2.0,4.0,5.0,4,0,3
47.0,No,Travel_Rarely,1001.0,Research & Development,4,3,Life Sciences,1,1827,3.0,Female,92,2,3,Manufacturing Director,2.0,Divorced,10333.0,19271,8.0,Y,Yes,12,3.0,3,80,1,28.0,4.0,3.0,22.0,11,14,10
40.0,No,Travel_Rarely,750.0,Research & Development,12,3,Life Sciences,1,1829,2.0,Female,47,3,2,Healthcare Representative,1.0,Divorced,4448.0,10748,2.0,Y,No,12,3.0,2,80,1,15.0,3.0,3.0,7.0,4,7,7
54.0,No,Travel_Rarely,431.0,Research & Development,7,4,Medical,1,1830,4.0,Female,68,3,2,Research Scientist,4.0,Married,6854.0,15696,4.0,Y,No,15,3.0,2,80,1,14.0,2.0,2.0,7.0,1,1,7
31.0,No,Travel_Frequently,1125.0,Sales,7,4,Marketing,1,1833,1.0,Female,68,3,3,Sales Executive,1.0,Married,9637.0,8277,2.0,Y,No,14,3.0,4,80,2,9.0,3.0,3.0,3.0,2,2,2
28.0,No,Travel_Rarely,1217.0,Research & Development,1,3,Medical,1,1834,3.0,Female,67,3,1,Research Scientist,1.0,Married,3591.0,12719,1.0,Y,No,25,4.0,3,80,1,3.0,3.0,3.0,3.0,2,1,2
38.0,No,Travel_Rarely,723.0,Sales,2,4,Marketing,1,1835,2.0,Female,77,1,2,Sales Representative,4.0,Married,5405.0,4244,2.0,Y,Yes,20,4.0,1,80,2,20.0,4.0,2.0,4.0,2,0,3
26.0,No,Travel_Rarely,572.0,Sales,10,3,Medical,1,1836,3.0,Male,46,3,2,Sales Executive,4.0,Single,4684.0,9125,1.0,Y,No,13,3.0,1,80,0,5.0,4.0,3.0,5.0,3,1,2
58.0,No,Travel_Frequently,1216.0,Research & Development,15,4,Life Sciences,1,1837,1.0,Male,87,3,4,Research Director,3.0,Married,15787.0,21624,2.0,Y,Yes,14,3.0,2,80,0,23.0,3.0,3.0,2.0,2,2,2
18.0,No,Non-Travel,1431.0,Research & Development,14,3,Medical,1,1839,2.0,Female,33,3,1,Research Scientist,3.0,Single,1514.0,8018,1.0,Y,No,16,3.0,3,80,0,1.0,4.0,1.0,0.0,0,0,0
31.0,Yes,Travel_Rarely,359.0,Human Resources,18,5,Human Resources,1,1842,4.0,Male,89,4,1,Human Resources,1.0,Married,2956.0,21495,0.0,Y,No,17,3.0,3,80,0,2.0,4.0,3.0,1.0,0,0,0
29.0,Yes,Travel_Rarely,350.0,Human Resources,13,3,Human Resources,1,1844,1.0,Male,56,2,1,Human Resources,1.0,Divorced,2335.0,3157,4.0,Y,Yes,15,3.0,4,80,3,4.0,3.0,3.0,2.0,2,2,0
